"행정구역별(읍면동)","시점",총인구 (명)
"홍천군","2018",67177
"홍천군","2019",66634
"횡성군","2015",42669
"횡성군","2016",42927
"횡성군","2017",43211
"횡성군","2018",44116
"횡성군","2019",44431
"영월군","2015",36967
"영월군","2016",37019
"영월군","2017",36934
"영월군","2018",36762
"영월군","2019",36332
"평창군","2015",40427
"평창군","2016",40470
"평창군","2017",40264
"평창군","2018",40025
"평창군","2019",39657
"정선군","2015",36701
"정선군","2016",36233
"정선군","2017",36002
"정선군","2018",35580
"정선군","2019",35255
"철원군","2015",46025
"철원군","2016",45433
"철원군","2017",44770
"철원군","2018",44346
"철원군","2019",43520
"화천군","2015",25343
"화천군","2016",24820
"화천군","2017",24625
"화천군","2018",23950
"화천군","2019",23425
"양구군","2015",22497
"양구군","2016",22454
"양구군","2017",22355
"양구군","2018",22101
"양구군","2019",21780
"인제군","2015",31219
"인제군","2016",30759
"인제군","2017",30524
"인제군","2018",30373
"인제군","2019",30133
"고성군","2015",28689
"고성군","2016",28984
"고성군","2017",28621
"고성군","2018",28127
"고성군","2019",27144
"양양군","2015",25861
"양양군","2016",25670
"양양군","2017",25556
"양양군","2018",25642
"양양군","2019",26280
"충주시","2015",211005
"충주시","2016",211890
"충주시","2017",212274
"충주시","2018",215224
"충주시","2019",216446
"제천시","2015",136350
"제천시","2016",137022
"제천시","2017",136929
"제천시","2018",136101
"제천시","2019",136093
"청주시","2015",833276
"청주시","2016",840338
"청주시","2017",842311
"청주시","2018",845036
"청주시","2019",850938
"보은군","2015",32522
"보은군","2016",32517
"보은군","2017",32253
"보은군","2018",32507
"보은군","2019",32001
"옥천군","2015",50704
"옥천군","2016",50159
"옥천군","2017",49898
"옥천군","2018",49756
"옥천군","2019",49117
"영동군","2015",49542
"영동군","2016",48879
"영동군","2017",49034
"영동군","2018",48475
"영동군","2019",48004
"진천군","2015",71152
"진천군","2016",74222
"진천군","2017",79186
"진천군","2018",83915
"진천군","2019",87525
"괴산군","2015",37830
"괴산군","2016",38164
"괴산군","2017",38579
"괴산군","2018",38453
"괴산군","2019",38808
"음성군","2015",102023
"음성군","2016",104635
"음성군","2017",104509
"음성군","2018",105539
"음성군","2019",104823
"단양군","2015",28770
"단양군","2016",28503
"단양군","2017",28411
"단양군","2018",28444
"단양군","2019",28095
"증평군","2015",36173
"증평군","2016",37075
"증평군","2017",37625
"증평군","2018",37485
"증평군","2019",37493
"천안시","2015",629062
"천안시","2016",638752
"천안시","2017",656294
"천안시","2018",671799
"천안시","2019",679743
"공주시","2015",113542
"공주시","2016",112928
"공주시","2017",111017
"공주시","2018",110119
"공주시","2019",109877
"보령시","2015",101852
"보령시","2016",101161
"보령시","2017",100922
"보령시","2018",100229
"보령시","2019",99320
"아산시","2015",319929
"아산시","2016",328287
"아산시","2017",338473
"아산시","2018",342272
"아산시","2019",347032
"서산시","2015",169221
"서산시","2016",169643
"서산시","2017",171364
"서산시","2018",174177
"서산시","2019",175204
"논산시","2015",124246
"논산시","2016",124202
"논산시","2017",123774
"논산시","2018",122843
"논산시","2019",122111
"계룡시","2015",39243
"계룡시","2016",40576
"계룡시","2017",41858
"계룡시","2018",41557
"계룡시","2019",41153
"당진시","2015",163762
"당진시","2016",166043
"당진시","2017",168508
"당진시","2018",169965
"당진시","2019",169171
"금산군","2015",55923
"금산군","2016",56697
"금산군","2017",55672
"금산군","2018",55015
"금산군","2019",54442
"부여군","2015",69017
"부여군","2016",68152
"부여군","2017",67028
"부여군","2018",66527
"부여군","2019",65337
"서천군","2015",54768
"서천군","2016",53880
"서천군","2017",53321
"서천군","2018",52604
"서천군","2019",51826
"청양군","2015",31653
"청양군","2016",31440
"청양군","2017",31299
"청양군","2018",31181
"청양군","2019",30783
"홍성군","2015",94114
"홍성군","2016",100739
"홍성군","2017",103048
"홍성군","2018",103044
"홍성군","2019",102791
"예산군","2015",81747
"예산군","2016",79425
"예산군","2017",78678
"예산군","2018",79136
"예산군","2019",78963
"태안군","2015",59723
"태안군","2016",60641
"태안군","2017",61170
"태안군","2018",60948
"태안군","2019",60896
"전주시","2015",658172
"전주시","2016",657766
"전주시","2017",656956
"전주시","2018",658912
"전주시","2019",662086
"군산시","2015",275155
"군산시","2016",276394
"군산시","2017",273649
"군산시","2018",272204
"군산시","2019",270635
"익산시","2015",301723
"익산시","2016",300929
"익산시","2017",298928
"익산시","2018",294787
"익산시","2019",290119
"정읍시","2015",110627
"정읍시","2016",109968
"정읍시","2017",109263
"정읍시","2018",108271
"정읍시","2019",107348
"남원시","2015",80499
"남원시","2016",80076
"남원시","2017",79282
"남원시","2018",78487
"남원시","2019",77690
"김제시","2015",84269
"김제시","2016",82888
"김제시","2017",82358
"김제시","2018",81410
"김제시","2019",80422
"완주군","2015",95357
"완주군","2016",97340
"완주군","2017",98528
"완주군","2018",98002
"완주군","2019",96212
"진안군","2015",22886
"진안군","2016",22847
"진안군","2017",22998
"진안군","2018",23306
"진안군","2019",23013
"무주군","2015",23408
"무주군","2016",23129
"무주군","2017",23195
"무주군","2018",23058
"무주군","2019",22852
"장수군","2015",21620
"장수군","2016",21607
"장수군","2017",21395
"장수군","2018",21281
"장수군","2019",21267
"임실군","2015",25935
"임실군","2016",26229
"임실군","2017",26409
"임실군","2018",26377
"임실군","2019",26144
"순창군","2015",26707
"순창군","2016",26814
"순창군","2017",27017
"순창군","2018",27136
"순창군","2019",26642
"고창군","2015",55665
"고창군","2016",55326
"고창군","2017",54947
"고창군","2018",54425
"고창군","2019",53260
"부안군","2015",52091
"부안군","2016",51855
"부안군","2017",51249
"부안군","2018",50501
"부안군","2019",49733
"목포시","2015",239524
"목포시","2016",237484
"목포시","2017",233948
"목포시","2018",231798
"목포시","2019",228876
"여수시","2015",273761
"여수시","2016",273925
"여수시","2017",271741
"여수시","2018",270947
"여수시","2019",270283
"순천시","2015",265390
"순천시","2016",266519
"순천시","2017",266809
"순천시","2018",268284
"순천시","2019",270202
"나주시","2015",92582
"나주시","2016",98221
"나주시","2017",105579
"나주시","2018",109862
"나주시","2019",112101
"광양시","2015",144414
"광양시","2016",144364
"광양시","2017",144010
"광양시","2018",144027
"광양시","2019",143656
"담양군","2015",43634
"담양군","2016",43519
"담양군","2017",43781
"담양군","2018",43749
"담양군","2019",43804
"곡성군","2015",28617
"곡성군","2016",28718
"곡성군","2017",28768
"곡성군","2018",28116
"곡성군","2019",27858
"구례군","2015",24595
"구례군","2016",24278
"구례군","2017",24420
"구례군","2018",24246
"구례군","2019",23836
"고흥군","2015",62477
"고흥군","2016",61690
"고흥군","2017",60984
"고흥군","2018",60664
"고흥군","2019",60332
"보성군","2015",40688
"보성군","2016",40125
"보성군","2017",39942
"보성군","2018",39373
"보성군","2019",38339
"화순군","2015",61380
"화순군","2016",61018
"화순군","2017",60566
"화순군","2018",60040
"화순군","2019",59671
"장흥군","2015",36890
"장흥군","2016",36481
"장흥군","2017",36275
"장흥군","2018",35875
"장흥군","2019",35494
"강진군","2015",35126
"강진군","2016",34102
"강진군","2017",33637
"강진군","2018",33298
"강진군","2019",32805
"해남군","2015",69237
"해남군","2016",68342
"해남군","2017",67123
"해남군","2018",66209
"해남군","2019",65175
"영암군","2015",61535
"영암군","2016",60329
"영암군","2017",57679
"영암군","2018",57175
"영암군","2019",57476
"무안군","2015",80521
"무안군","2016",81280
"무안군","2017",81420
"무안군","2018",81324
"무안군","2019",81789
"함평군","2015",31367
"함평군","2016",30829
"함평군","2017",30948
"함평군","2018",30600
"함평군","2019",30556
"영광군","2015",51007
"영광군","2016",49992
"영광군","2017",49670
"영광군","2018",49570
"영광군","2019",50004
"장성군","2015",42058
"장성군","2016",41159
"장성군","2017",41663
"장성군","2018",41850
"장성군","2019",42193
"완도군","2015",48468
"완도군","2016",48349
"완도군","2017",48332
"완도군","2018",48340
"완도군","2019",48366
"진도군","2015",29538
"진도군","2016",29504
"진도군","2017",29432
"진도군","2018",29366
"진도군","2019",29295
"신안군","2015",36235
"신안군","2016",35789
"신안군","2017",35592
"신안군","2018",35639
"신안군","2019",35432
"포항시","2015",511804
"포항시","2016",510360
"포항시","2017",506909
"포항시","2018",504382
"포항시","2019",502064
"경주시","2015",262310
"경주시","2016",262769
"경주시","2017",262264
"경주시","2018",264282
"경주시","2019",264314
"김천시","2015",137540
"김천시","2016",139709
"김천시","2017",140765
"김천시","2018",139894
"김천시","2019",139902
"안동시","2015",168581
"안동시","2016",167664
"안동시","2017",165704
"안동시","2018",162186
"안동시","2019",160344
"구미시","2015",421075
"구미시","2016",422237
"구미시","2017",423003
"구미시","2018",422195
"구미시","2019",420319
"영주시","2015",109266
"영주시","2016",108950
"영주시","2017",108443
"영주시","2018",107034
"영주시","2019",105235
"영천시","2015",97669
"영천시","2016",97295
"영천시","2017",97675
"영천시","2018",98686
"영천시","2019",100487
"상주시","2015",98760
"상주시","2016",99484
"상주시","2017",98189
"상주시","2018",97558
"상주시","2019",96641
"문경시","2015",71863
"문경시","2016",71038
"문경시","2017",70016
"문경시","2018",68895
"문경시","2019",68542
"경산시","2015",278500
"경산시","2016",279751
"경산시","2017",282626
"경산시","2018",284517
"경산시","2019",290088
"군위군","2015",22012
"군위군","2016",22079
"군위군","2017",22230
"군위군","2018",22277
"군위군","2019",22206
"의성군","2015",51021
"의성군","2016",50683
"의성군","2017",50082
"의성군","2018",49621
"의성군","2019",49477
"청송군","2015",24732
"청송군","2016",24593
"청송군","2017",24441
"청송군","2018",24160
"청송군","2019",23958
"영양군","2015",16781
"영양군","2016",16755
"영양군","2017",16579
"영양군","2018",16559
"영양군","2019",16146
"영덕군","2015",36539
"영덕군","2016",36765
"영덕군","2017",36148
"영덕군","2018",36096
"영덕군","2019",35672
"청도군","2015",41596
"청도군","2016",41612
"청도군","2017",41278
"청도군","2018",40878
"청도군","2019",41054
"고령군","2015",34117
"고령군","2016",33417
"고령군","2017",33094
"고령군","2018",32660
"고령군","2019",32191
"성주군","2015",41179
"성주군","2016",41388
"성주군","2017",41225
"성주군","2018",41299
"성주군","2019",41314
"칠곡군","2015",122462
"칠곡군","2016",122613
"칠곡군","2017",121778
"칠곡군","2018",120983
"칠곡군","2019",118517
"예천군","2015",42702
"예천군","2016",44212
"예천군","2017",46321
"예천군","2018",51082
"예천군","2019",53020
"봉화군","2015",31628
"봉화군","2016",31262
"봉화군","2017",31082
"봉화군","2018",30872
"봉화군","2019",30308
"울진군","2015",49387
"울진군","2016",49043
"울진군","2017",48504
"울진군","2018",48057
"울진군","2019",47651
"울릉군","2015",8770
"울릉군","2016",8490
"울릉군","2017",8702
"울릉군","2018",8729
"울릉군","2019",8704
"진주시","2015",349788
"진주시","2016",352807
"진주시","2017",353209
"진주시","2018",352333
"진주시","2019",354166
"통영시","2015",137208
"통영시","2016",136035
"통영시","2017",132962
"통영시","2018",131407
"통영시","2019",129931
"사천시","2015",113335
"사천시","2016",112394
"사천시","2017",111655
"사천시","2018",112248
"사천시","2019",111110
"김해시","2015",534124
"김해시","2016",532912
"김해시","2017",536456
"김해시","2018",539401
"김해시","2019",549331
"밀양시","2015",103069
"밀양시","2016",103941
"밀양시","2017",103894
"밀양시","2018",103762
"밀양시","2019",103402
"거제시","2015",261371
"거제시","2016",262986
"거제시","2017",257847
"거제시","2018",252889
"거제시","2019",251226
"양산시","2015",297532
"양산시","2016",310731
"양산시","2017",332596
"양산시","2018",344993
"양산시","2019",347221
"창원시","2015",1059241
"창원시","2016",1053551
"창원시","2017",1045559
"창원시","2018",1044215
"창원시","2019",1036862
"의령군","2015",27069
"의령군","2016",26568
"의령군","2017",26292
"의령군","2018",26401
"의령군","2019",26040
"함안군","2015",69355
"함안군","2016",68799
"함안군","2017",67906
"함안군","2018",67520
"함안군","2019",66611
"창녕군","2015",61635
"창녕군","2016",61979
"창녕군","2017",62544
"창녕군","2018",62703
"창녕군","2019",62370
"고성군","2015",53882
"고성군","2016",53123
"고성군","2017",52439
"고성군","2018",51778
"고성군","2019",50887
"남해군","2015",44248
"남해군","2016",43568
"남해군","2017",42986
"남해군","2018",42696
"남해군","2019",42169
"하동군","2015",44918
"하동군","2016",43927
"하동군","2017",43441
"하동군","2018",43001
"하동군","2019",42583
"산청군","2015",34034
"산청군","2016",33765
"산청군","2017",34033
"산청군","2018",34122
"산청군","2019",33579
"함양군","2015",38454
"함양군","2016",38076
"함양군","2017",37942
"함양군","2018",38005
"함양군","2019",37384
"거창군","2015",60464
"거창군","2016",60658
"거창군","2017",60083
"거창군","2018",60020
"거창군","2019",59888
"합천군","2015",44797
"합천군","2016",43813
"합천군","2017",43449
"합천군","2018",42856
"합천군","2019",42449
"제주시","2015",451758
"제주시","2016",462286
"제주시","2017",472399
"제주시","2018",482932
"제주시","2019",487688
"서귀포시","2015",153861
"서귀포시","2016",161046
"서귀포시","2017",169358
"서귀포시","2018",175350
"서귀포시","2019",177360
